,Vorname,Nachname,Liga,Saison,Team,Spiele,Tore,Vorlagen,Punkte,Strafminuten,Tore pro Spiel,Vorlagen pro Spiel,Punkte pro Spiel,Strafminuten pro Spiel
1310,Paula,Schilling,Playoffs Regionalliga Ost U13 Junioren Kleinfeld,18/19,UHC Sparkasse Weißenfels II,3,1,1,2,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
1311,Paula,Schilling,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,UHC Sparkasse Weißenfels II,12,7,10,17,0,0.5833333333333334,0.8333333333333334,1.4166666666666667,0.0
1312,Paula,Schilling,Regionalliga Ost U13 Junioren,19/20,UHC Sparkasse Weißenfels,8,0,0,0,0,0.0,0.0,0.0,0.0
1313,Paula,Schilling,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,UHC Sparkasse Weißenfels I,7,2,5,7,0,0.2857142857142857,0.7142857142857143,1.0,0.0
1314,Paula,Schilling,Regionalliga Ost U15 Junioren,20/21,UHC Sparkasse Weißenfels,4,0,1,1,0,0.0,0.25,0.25,0.0
1315,Paula,Schilling,Regionalliga Ost U15 Junioren Kleinfeld St. 1,20/21,UHC Sparkasse Weißenfels,2,0,0,0,2,0.0,0.0,0.0,1.0
1316,Paula,Schilling,Regionalliga Ost U13 Junioren,20/21,UHC Sparkasse Weißenfels,6,0,0,0,0,0.0,0.0,0.0,0.0
1317,Paula,Schilling,U17 Junioren Qualifikation Süd/Ost,21/22,UHC Sparkasse Weißenfels,4,0,0,0,0,0.0,0.0,0.0,0.0
1318,Paula,Schilling,U15 Juniorinnen Kleinfeld Deutsche Meisterschaft,21/22,SG Weißenfels/Jena,4,4,9,13,0,1.0,2.25,3.25,0.0
1319,Paula,Schilling,Regionalliga Ost U17 Junioren,21/22,UHC Sparkasse Weißenfels,3,0,0,0,2,0.0,0.0,0.0,0.6666666666666666
1320,Paula,Schilling,Regionalliga Ost U15 Junioren,21/22,UHC Sparkasse Weißenfels,13,0,4,4,2,0.0,0.3076923076923077,0.3076923076923077,0.15384615384615385
1321,Paula,Schilling,Regionalliga Ost U15 Junioren Kleinfeld St. 1,21/22,UHC Sparkasse Weißenfels,4,0,2,2,0,0.0,0.5,0.5,0.0
1322,Paula,Schilling,Regionalliga Ost U15 Juniorinnen Kleinfeld,21/22,SG Weißenfels/Jena,4,5,2,7,0,1.25,0.5,1.75,0.0
1323,Paula,Schilling,1. FBL Damen - Playoffs,22/23,UHC Sparkasse Weißenfels,1,0,0,0,0,0.0,0.0,0.0,0.0
1324,Paula,Schilling,U17-Trophy Juniorinnen (Sommer),22/23,Team Sachsen-Anhalt,4,3,0,3,0,0.75,0.0,0.75,0.0
1325,Paula,Schilling,U17 Junioren Qualifikation S/O,22/23,UHC Sparkasse Weißenfels,2,1,0,1,0,0.5,0.0,0.5,0.0
1326,Paula,Schilling,U17 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Saalemädels,2,0,0,0,0,0.0,0.0,0.0,0.0
1327,Paula,Schilling,Länderpokal Ost U19 Großfeld Platzierungen,22/23,UHC Sparkasse Weißenfels,3,0,0,0,0,0.0,0.0,0.0,0.0
1328,Paula,Schilling,Länderpokal Ost U19 Großfeld St. 1,22/23,UHC Sparkasse Weißenfels,2,0,1,1,0,0.0,0.5,0.5,0.0
1329,Paula,Schilling,Regionalliga Ost U17 Junioren,22/23,UHC Sparkasse Weißenfels,10,0,0,0,0,0.0,0.0,0.0,0.0
1330,Paula,Schilling,Regionalliga Ost U17 Juniorinnen Kleinfeld,22/23,SG Saalemädels,4,0,0,0,0,0.0,0.0,0.0,0.0
1331,Paula,Schilling,Regionalliga Ost U15 Junioren,22/23,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1332,Paula,Schilling,1. FBL Damen,23/24,UHC Sparkasse Weißenfels,6,0,1,1,0,0.0,0.16666666666666666,0.16666666666666666,0.0
1333,Paula,Schilling,1. FBL Damen - Playoffs,23/24,UHC Sparkasse Weißenfels,3,0,0,0,0,0.0,0.0,0.0,0.0
1334,Paula,Schilling,FD-Pokal Damen,23/24,UHC Sparkasse Weißenfels,2,0,2,2,0,0.0,1.0,1.0,0.0
1335,Paula,Schilling,Qualifikation U17 Junioren Süd/Ost,23/24,UHC Sparkasse Weißenfels,4,0,0,0,0,0.0,0.0,0.0,0.0
1336,Paula,Schilling,Deutsche Meisterschaft U17 Juniorinnen Kleinfeld,23/24,SG Saalemädels,4,1,4,5,0,0.25,1.0,1.25,0.0
1337,Paula,Schilling,U19 Junioren Regionalliga Ost,23/24,UHC Sparkasse Weißenfels,3,0,0,0,0,0.0,0.0,0.0,0.0
1338,Paula,Schilling,U17 Junioren Regionalliga Ost Playoffs,23/24,UHC Sparkasse Weißenfels,2,1,0,1,0,0.5,0.0,0.5,0.0
1339,Paula,Schilling,U17 Junioren Regionalliga Ost,23/24,UHC Sparkasse Weißenfels,9,2,2,4,0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0
1340,Paula,Schilling,U17 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,2,2,1,3,0,1.0,0.5,1.5,0.0
1345,Paula,Schilling,,Total,,172,49,60,109,6,0.28488372093023256,0.3488372093023256,0.6337209302325582,0.03488372093023256
919,Anton,Schindler,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,4,1,1,2,0,0.25,0.25,0.5,0.0
920,Anton,Schindler,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
921,Anton,Schindler,,Total,,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
1478,Aljoscha,Schneider,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
1479,Aljoscha,Schneider,,Total,,6,0,0,0,0,0.0,0.0,0.0,0.0
265,Frédéric,Schoenfeldt,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
266,Frédéric,Schoenfeldt,Playoffs Verbandsliga Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
267,Frédéric,Schoenfeldt,Verbandsliga Ost Herren St. 2,15/16,USV Jena,8,3,2,5,0,0.375,0.25,0.625,0.0
268,Frédéric,Schoenfeldt,Stena Line FD-Pokal (Herren),16/17,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
269,Frédéric,Schoenfeldt,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,11,2,0,2,0,0.18181818181818182,0.0,0.18181818181818182,0.0
270,Frédéric,Schoenfeldt,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
271,Frédéric,Schoenfeldt,Verbandsliga Herren St. 2,17/18,USV Jena,8,0,1,1,0,0.0,0.125,0.125,0.0
264,Frédéric,Schoenfeldt,FD-Pokal Herren,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
272,Frédéric,Schoenfeldt,,Total,,32,5,3,8,0,0.15625,0.09375,0.25,0.0
1371,Jakob Sebastian,Scholz,Stena Line U13 Junioren Kleinfeld Deutsche Meisterschaft,15/16,Red Devils Wernigerode,5,0,1,1,0,0.0,0.2,0.2,0.0
1372,Jakob Sebastian,Scholz,Playoffs U13 Junioren KF,15/16,Red Devils Wernigerode,3,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0
1373,Jakob Sebastian,Scholz,Playoffs U15 Junioren KF,16/17,Red Devils Wernigerode,3,0,0,0,0,0.0,0.0,0.0,0.0
1374,Jakob Sebastian,Scholz,Playoffs U13 Junioren KF,16/17,Red Devils Wernigerode,3,11,1,12,2,3.6666666666666665,0.3333333333333333,4.0,0.6666666666666666
1375,Jakob Sebastian,Scholz,Regionalliga Ost U15 Junioren KF Staffel 2,16/17,Red Devils Wernigerode,3,5,2,7,0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0
1376,Jakob Sebastian,Scholz,Regionalliga Ost U13 Junioren KF Staffel 2,16/17,Red Devils Wernigerode,12,51,13,64,2,4.25,1.0833333333333333,5.333333333333333,0.16666666666666666
1377,Jakob Sebastian,Scholz,Regionalliga U15 Junioren,17/18,Red Devils Wernigerode,8,9,1,10,0,1.125,0.125,1.25,0.0
1378,Jakob Sebastian,Scholz,Regionalliga U15 Junioren Kleinfeld St. 1,17/18,Red Devils Wernigerode,6,9,5,14,0,1.5,0.8333333333333334,2.3333333333333335,0.0
1361,Jakob Sebastian,Scholz,Playoffs Regionalliga Ost U15 Junioren Kleinfeld,18/19,Red Devils Wernigerode,1,1,0,1,2,1.0,0.0,1.0,2.0
1362,Jakob Sebastian,Scholz,Regionalliga Ost U15 Junioren,18/19,Red Devils Wernigerode,15,14,4,18,0,0.9333333333333333,0.26666666666666666,1.2,0.0
1363,Jakob Sebastian,Scholz,Regionalliga Ost U15 Junioren Kleinfeld St. 2,18/19,Red Devils Wernigerode,6,12,6,18,0,2.0,1.0,3.0,0.0
1364,Jakob Sebastian,Scholz,Regionalliga Ost Herren,19/20,Red Devils Wernigerode U23,7,0,2,2,0,0.0,0.2857142857142857,0.2857142857142857,0.0
1365,Jakob Sebastian,Scholz,Regionalliga Ost U17 Junioren,19/20,Red Devils Wernigerode,10,4,2,6,2,0.4,0.2,0.6,0.2
1366,Jakob Sebastian,Scholz,Regionalliga Ost U17 Junioren,20/21,Red Devils Wernigerode,4,3,5,8,0,0.75,1.25,2.0,0.0
1367,Jakob Sebastian,Scholz,1. FBL Herren,21/22,Red Devils Wernigerode,4,0,0,0,0,0.0,0.0,0.0,0.0
1368,Jakob Sebastian,Scholz,Verbandsliga Ost Herren,22/23,USV Jena,9,9,7,16,6,1.0,0.7777777777777778,1.7777777777777777,0.6666666666666666
1369,Jakob Sebastian,Scholz,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,1,0,1,1,0,0.0,1.0,1.0,0.0
1370,Jakob Sebastian,Scholz,Herren Verbandsliga Ost,23/24,USV Jena,11,7,7,14,0,0.6363636363636364,0.6363636363636364,1.2727272727272727,0.0
1379,Jakob Sebastian,Scholz,,Total,,111,135,58,193,14,1.2162162162162162,0.5225225225225225,1.7387387387387387,0.12612612612612611
714,Mattis,Schröder,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,6,5,0,5,0,0.8333333333333334,0.0,0.8333333333333334,0.0
715,Mattis,Schröder,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
716,Mattis,Schröder,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
717,Mattis,Schröder,Vorrunde Regionalliga Ost U15 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
718,Mattis,Schröder,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,4,0,1,1,0,0.0,0.25,0.25,0.0
719,Mattis,Schröder,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,10,4,2,6,0,0.4,0.2,0.6,0.0
720,Mattis,Schröder,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,5,4,2,6,0,0.8,0.4,1.2,0.0
721,Mattis,Schröder,,Total,,37,13,5,18,0,0.35135135135135137,0.13513513513513514,0.4864864864864865,0.0
426,Til,Schröder,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Floorball Pinguine Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
427,Til,Schröder,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
428,Til,Schröder,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,10,4,0,4,2,0.4,0.0,0.4,0.2
429,Til,Schröder,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
430,Til,Schröder,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,12,6,0,6,4,0.5,0.0,0.5,0.3333333333333333
431,Til,Schröder,Regionalliga Ost U17 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,4,4,2,6,0,1.0,0.5,1.5,0.0
432,Til,Schröder,,Total,,36,15,3,18,6,0.4166666666666667,0.08333333333333333,0.5,0.16666666666666666
1415,Thorben,Schwarting,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,15,0,1,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0
1416,Thorben,Schwarting,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1417,Thorben,Schwarting,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
1418,Thorben,Schwarting,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,15,0,1,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0
1419,Thorben,Schwarting,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1420,Thorben,Schwarting,,Total,,38,0,3,3,0,0.0,0.07894736842105263,0.07894736842105263,0.0
1634,Almut,Schwenke,Regionalliga Ost Damen KF,15/16,USV Jena,14,5,6,11,2,0.35714285714285715,0.42857142857142855,0.7857142857142857,0.14285714285714285
1635,Almut,Schwenke,Regionalliga Süd - Staffel Bayern,16/17,TV Augsburg,4,0,0,0,0,0.0,0.0,0.0,0.0
1636,Almut,Schwenke,Regionalliga Süd Damen (KF),17/18,SG Augsburg/Nürnberg,8,1,4,5,0,0.125,0.5,0.625,0.0
1632,Almut,Schwenke,Regionalliga Süd Damen (KF),19/20,SG Donau Floorball Nordheim/Augsburg,2,0,0,0,0,0.0,0.0,0.0,0.0
1633,Almut,Schwenke,Verbandsliga Bayern Herren KF,19/20,TV Augsburg,2,0,1,1,0,0.0,0.5,0.5,0.0
1637,Almut,Schwenke,,Total,,30,6,11,17,2,0.2,0.36666666666666664,0.5666666666666667,0.06666666666666667
533,Anica,Schöbe,Regionalliga Ost Damen KF,15/16,USV Jena,12,11,6,17,0,0.9166666666666666,0.5,1.4166666666666667,0.0
534,Anica,Schöbe,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,6,2,2,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
535,Anica,Schöbe,Regionalliga Damen Kleinfeld,17/18,USV Jena,12,19,7,26,0,1.5833333333333333,0.5833333333333334,2.1666666666666665,0.0
532,Anica,Schöbe,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,8,7,1,8,2,0.875,0.125,1.0,0.25
536,Anica,Schöbe,,Total,,38,39,16,55,2,1.0263157894736843,0.42105263157894735,1.4473684210526316,0.05263157894736842
993,Ole,Schönbrodt,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0
994,Ole,Schönbrodt,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,5,1,0,1,0,0.2,0.0,0.2,0.0
995,Ole,Schönbrodt,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,15,3,1,4,0,0.2,0.06666666666666667,0.26666666666666666,0.0
996,Ole,Schönbrodt,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,2,2,0,0.0,0.5,0.5,0.0
997,Ole,Schönbrodt,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
998,Ole,Schönbrodt,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,14,1,7,8,0,0.07142857142857142,0.5,0.5714285714285714,0.0
999,Ole,Schönbrodt,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1000,Ole,Schönbrodt,,Total,,51,5,11,16,0,0.09803921568627451,0.21568627450980393,0.3137254901960784,0.0
1662,Timo,Schütt,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1663,Timo,Schütt,Verbandsliga Herren St. 2,17/18,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1664,Timo,Schütt,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1665,Timo,Schütt,,Total,,9,0,0,0,0,0.0,0.0,0.0,0.0
922,Magdalena,Schütz,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,4,0,2,2,0,0.0,0.5,0.5,0.0
923,Magdalena,Schütz,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,4,0,1,1,0,0.0,0.25,0.25,0.0
924,Magdalena,Schütz,U13 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Jena/Naumburg,3,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0
925,Magdalena,Schütz,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,6,0,0,0,0,0.0,0.0,0.0,0.0
926,Magdalena,Schütz,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,5,1,0,1,0,0.2,0.0,0.2,0.0
927,Magdalena,Schütz,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,5,0,0,0,0,0.0,0.0,0.0,0.0
928,Magdalena,Schütz,Regionalliga Ost U13 Juniorinnen Kleinfeld,22/23,SG Jena/Naumburg,2,1,0,1,0,0.5,0.0,0.5,0.0
929,Magdalena,Schütz,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,14,0,1,1,0,0.0,0.07142857142857142,0.07142857142857142,0.0
930,Magdalena,Schütz,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,8,1,9,0,1.1428571428571428,0.14285714285714285,1.2857142857142858,0.0
931,Magdalena,Schütz,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
932,Magdalena,Schütz,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,6,19,6,25,0,3.1666666666666665,1.0,4.166666666666667,0.0
933,Magdalena,Schütz,,Total,,57,30,11,41,0,0.5263157894736842,0.19298245614035087,0.7192982456140351,0.0
860,Finn Nicolas,Siemers,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
861,Finn Nicolas,Siemers,Regionalliga Ost U17 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,4,2,1,3,0,0.5,0.25,0.75,0.0
862,Finn Nicolas,Siemers,Herren Verbandsliga Ost,23/24,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
863,Finn Nicolas,Siemers,,Total,,12,2,1,3,0,0.16666666666666666,0.08333333333333333,0.25,0.0
758,Jarne,Siemers,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
759,Jarne,Siemers,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,7,4,1,5,0,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.0
760,Jarne,Siemers,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
761,Jarne,Siemers,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,4,0,0,0,0,0.0,0.0,0.0,0.0
762,Jarne,Siemers,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,11,3,2,5,0,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.0
763,Jarne,Siemers,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,6,2,2,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
764,Jarne,Siemers,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
765,Jarne,Siemers,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,16,11,11,22,0,0.6875,0.6875,1.375,0.0
766,Jarne,Siemers,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,2,3,5,0,0.5,0.75,1.25,0.0
767,Jarne,Siemers,,Total,,66,22,19,41,0,0.3333333333333333,0.2878787878787879,0.6212121212121212,0.0
213,David ,Sindram ,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
214,David ,Sindram ,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,14,0,1,1,0,0.0,0.07142857142857142,0.07142857142857142,0.0
206,David ,Sindram ,FD-Pokal Herren,18/19,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
207,David ,Sindram ,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
208,David ,Sindram ,Verbandsliga Ost Herren St. 1,18/19,USV Jena,5,0,0,0,0,0.0,0.0,0.0,0.0
209,David ,Sindram ,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,9,0,0,0,0,0.0,0.0,0.0,0.0
210,David ,Sindram ,FD-Pokal Herren,19/20,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
211,David ,Sindram ,Verbandsliga Ost Herren St. 2,19/20,USV Jena,7,0,0,0,0,0.0,0.0,0.0,0.0
212,David ,Sindram ,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
215,David ,Sindram ,,Total,,57,0,1,1,0,0.0,0.017543859649122806,0.017543859649122806,0.0
1524,Marie,Sommerfeld,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,1,0,1,0,1.0,0.0,1.0,0.0
1525,Marie,Sommerfeld,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,4,1,1,2,0,0.25,0.25,0.5,0.0
1526,Marie,Sommerfeld,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,11,0,1,1,2,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182
1527,Marie,Sommerfeld,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1528,Marie,Sommerfeld,,Total,,18,2,2,4,2,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
934,Theodor,Stadeler,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,5,1,0,1,0,0.2,0.0,0.2,0.0
935,Theodor,Stadeler,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
936,Theodor,Stadeler,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,8,1,0,1,0,0.125,0.0,0.125,0.0
937,Theodor,Stadeler,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,1,0,1,0,0.25,0.0,0.25,0.0
938,Theodor,Stadeler,,Total,,19,3,0,3,0,0.15789473684210525,0.0,0.15789473684210525,0.0
177,Maximilian,Starke,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
178,Maximilian,Starke,Verbandsliga Herren St. 2,17/18,USV Jena,12,0,0,0,2,0.0,0.0,0.0,0.16666666666666666
179,Maximilian,Starke,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,12,5,1,6,2,0.4166666666666667,0.08333333333333333,0.5,0.16666666666666666
167,Maximilian,Starke,FD-Pokal Herren,18/19,USV Jena,2,1,3,4,0,0.5,1.5,2.0,0.0
168,Maximilian,Starke,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
169,Maximilian,Starke,Verbandsliga Ost Herren St. 1,18/19,USV Jena,9,0,0,0,2,0.0,0.0,0.0,0.2222222222222222
170,Maximilian,Starke,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,10,3,1,4,2,0.3,0.1,0.4,0.2
171,Maximilian,Starke,FD-Pokal Herren,19/20,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
172,Maximilian,Starke,Verbandsliga Ost Herren St. 2,19/20,USV Jena,8,0,1,1,2,0.0,0.125,0.125,0.25
173,Maximilian,Starke,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,8,12,5,17,2,1.5,0.625,2.125,0.25
174,Maximilian,Starke,Regionalliga Ost Herren,20/21,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
175,Maximilian,Starke,Regionalliga Ost Herren,21/22,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
176,Maximilian,Starke,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,7,2,3,5,2,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.2857142857142857
180,Maximilian,Starke,,Total,,78,23,14,37,14,0.2948717948717949,0.1794871794871795,0.47435897435897434,0.1794871794871795
965,Lars,Stemplewitz,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
966,Lars,Stemplewitz,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,2,2,0,2,0,1.0,0.0,1.0,0.0
967,Lars,Stemplewitz,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,6,3,0,3,0,0.5,0.0,0.5,0.0
968,Lars,Stemplewitz,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,4,0,1,1,0,0.0,0.25,0.25,0.0
969,Lars,Stemplewitz,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,1,1,0,0.0,0.25,0.25,0.0
970,Lars,Stemplewitz,,Total,,17,5,2,7,0,0.29411764705882354,0.11764705882352941,0.4117647058823529,0.0
708,Lukas,Strehle,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
709,Lukas,Strehle,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,0,0,0,2,0.0,0.0,0.0,1.0
710,Lukas,Strehle,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,4,4,2,6,0,1.0,0.5,1.5,0.0
711,Lukas,Strehle,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
