,Vorname,Nachname,Liga,Saison,Team,Spiele,Tore,Vorlagen,Punkte,Strafminuten,Tore pro Spiel,Vorlagen pro Spiel,Punkte pro Spiel,Strafminuten pro Spiel
355,Eric ,Hofmann ,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,10,8,5,13,0,0.8,0.5,1.3,0.0
356,Eric ,Hofmann ,FD-Pokal Herren,19/20,TSC Wellingsbüttel,2,1,1,2,4,0.5,0.5,1.0,2.0
357,Eric ,Hofmann ,Herren Großfeld Regionalliga Nord,19/20,TSC Wellingsbüttel,6,2,3,5,4,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666
358,Eric ,Hofmann ,Herren Kleinfeld Regionalliga Nord,19/20,TSC Wellingsbüttel,3,3,0,3,0,1.0,0.0,1.0,0.0
359,Eric ,Hofmann ,Norddeutsche Meisterschaft,21/22,TSC Wellingsbüttel,2,1,1,2,0,0.5,0.5,1.0,0.0
360,Eric ,Hofmann ,Herren Großfeld Regionalliga Schleswig-Holstein,21/22,TSC Wellingsbüttel,7,1,1,2,2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
361,Eric ,Hofmann ,Herren Großfeld Regionalliga Schleswig-Holstein - Masterround ,21/22,TSC Wellingsbüttel,1,0,0,0,2,0.0,0.0,0.0,2.0
362,Eric ,Hofmann ,FD-Pokal Herren,22/23,TSC Wellingsbüttel,1,0,0,0,0,0.0,0.0,0.0,0.0
363,Eric ,Hofmann ,Norddeutsche Meisterschaft - Regionalliga GF,22/23,TSC Wellingsbüttel,2,0,0,0,2,0.0,0.0,0.0,1.0
364,Eric ,Hofmann ,Regionalliga Nord Herren,22/23,TSC Wellingsbüttel,10,4,5,9,2,0.4,0.5,0.9,0.2
365,Eric ,Hofmann ,FD-Pokal Herren,23/24,TSC Wellingsbüttel,1,0,0,0,0,0.0,0.0,0.0,0.0
366,Eric ,Hofmann ,Herren GF Regionalliga Nord,23/24,TSC Wellingsbüttel,7,2,1,3,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0
369,Eric ,Hofmann ,,Total,,74,33,28,61,24,0.44594594594594594,0.3783783783783784,0.8243243243243243,0.32432432432432434
444,Lukas,Holzner,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
445,Lukas,Holzner,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,12,2,0,2,0,0.16666666666666666,0.0,0.16666666666666666,0.0
446,Lukas,Holzner,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,12,6,5,11,0,0.5,0.4166666666666667,0.9166666666666666,0.0
447,Lukas,Holzner,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,6,4,3,7,0,0.6666666666666666,0.5,1.1666666666666667,0.0
448,Lukas,Holzner,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,4,0,1,1,0,0.0,0.25,0.25,0.0
449,Lukas,Holzner,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,4,5,2,7,0,1.25,0.5,1.75,0.0
450,Lukas,Holzner,,Total,,40,17,11,28,0,0.425,0.275,0.7,0.0
526,Marius,Holzner,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,2,2,1,3,0,1.0,0.5,1.5,0.0
527,Marius,Holzner,,Total,,2,2,1,3,0,1.0,0.5,1.5,0.0
1603,Tino,Höhne,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1604,Tino,Höhne,Verbandsliga Ost Herren St. 1,15/16,Unihockey Igels Dresden II,6,0,0,0,2,0.0,0.0,0.0,0.3333333333333333
1605,Tino,Höhne,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
1606,Tino,Höhne,,Total,,9,0,1,1,2,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222
616,Paulina,Jacob,FD-Pokal Herren,19/20,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
617,Paulina,Jacob,Verbandsliga Ost Herren St. 2,19/20,USV Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
618,Paulina,Jacob,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,14,8,3,11,2,0.5714285714285714,0.21428571428571427,0.7857142857142857,0.14285714285714285
619,Paulina,Jacob,Regionalliga Ost Herren,20/21,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
620,Paulina,Jacob,Regionalliga Ost Herren,21/22,USV Jena,11,0,1,1,2,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182
621,Paulina,Jacob,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
622,Paulina,Jacob,Playoffs Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,2,2,0,2,0,1.0,0.0,1.0,0.0
623,Paulina,Jacob,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,11,5,1,6,2,0.45454545454545453,0.09090909090909091,0.5454545454545454,0.18181818181818182
624,Paulina,Jacob,FD-Pokal Damen,23/24,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
625,Paulina,Jacob,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,6,2,3,5,0,0.3333333333333333,0.5,0.8333333333333334,0.0
626,Paulina,Jacob,,Total,,60,18,9,27,6,0.3,0.15,0.45,0.1
1658,Benjamin ,Jahn,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,4,11,1,12,0,2.75,0.25,3.0,0.0
1659,Benjamin ,Jahn,,Total,,4,11,1,12,0,2.75,0.25,3.0,0.0
1553,Karl,Jahrmarkt,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,11,0,0,0,0,0.0,0.0,0.0,0.0
1554,Karl,Jahrmarkt,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1555,Karl,Jahrmarkt,,Total,,13,0,0,0,0,0.0,0.0,0.0,0.0
1644,Elke,Jaime,Regionalliga Ost Damen KF,15/16,USV Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
1645,Elke,Jaime,,Total,,6,0,0,0,0,0.0,0.0,0.0,0.0
1640,Anne,Jugenheimer,Regionalliga Ost Damen KF,15/16,USV Jena,4,2,0,2,2,0.5,0.0,0.5,0.5
1641,Anne,Jugenheimer,,Total,,4,2,0,2,2,0.5,0.0,0.5,0.5
1612,Finn,Jung,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1613,Finn,Jung,Playoffs Verbandsliga Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1614,Finn,Jung,Verbandsliga Ost Herren St. 2,15/16,USV Jena,9,0,0,0,2,0.0,0.0,0.0,0.2222222222222222
1615,Finn,Jung,,Total,,11,0,0,0,2,0.0,0.0,0.0,0.18181818181818182
1409,Mattheo,Junge,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,8,2,1,3,0,0.25,0.125,0.375,0.0
1410,Mattheo,Junge,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
1411,Mattheo,Junge,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
1412,Mattheo,Junge,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,10,5,5,10,0,0.5,0.5,1.0,0.0
1413,Mattheo,Junge,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,1,0,1,0,0.25,0.0,0.25,0.0
1414,Mattheo,Junge,,Total,,30,8,7,15,0,0.26666666666666666,0.23333333333333334,0.5,0.0
768,Florian ,Jäger,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
769,Florian ,Jäger,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
770,Florian ,Jäger,,Total,,4,1,1,2,0,0.25,0.25,0.5,0.0
584,Johannes ,Kah,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,10,0,1,1,0,0.0,0.1,0.1,0.0
585,Johannes ,Kah,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
586,Johannes ,Kah,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
587,Johannes ,Kah,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
588,Johannes ,Kah,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,4,0,1,1,0,0.0,0.25,0.25,0.0
589,Johannes ,Kah,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,6,1,0,1,0,0.16666666666666666,0.0,0.16666666666666666,0.0
590,Johannes ,Kah,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,2,3,2,5,0,1.5,1.0,2.5,0.0
591,Johannes ,Kah,Vorrunde Regionalliga Ost U15 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
592,Johannes ,Kah,,Total,,31,4,4,8,0,0.12903225806451613,0.12903225806451613,0.25806451612903225,0.0
725,Tom ,Kalliger,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,10,1,1,2,0,0.1,0.1,0.2,0.0
726,Tom ,Kalliger,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,5,7,2,9,0,1.4,0.4,1.8,0.0
727,Tom ,Kalliger,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,5,2,0,2,0,0.4,0.0,0.4,0.0
728,Tom ,Kalliger,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,1,1,0,1,0,1.0,0.0,1.0,0.0
729,Tom ,Kalliger,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,2,1,0,1,0,0.5,0.0,0.5,0.0
730,Tom ,Kalliger,,Total,,23,12,3,15,0,0.5217391304347826,0.13043478260869565,0.6521739130434783,0.0
308,Samuel,Kaufmann,Playoffs Verbandsliga Herren,15/16,USV Jena,1,0,1,1,0,0.0,1.0,1.0,0.0
309,Samuel,Kaufmann,Verbandsliga Ost Herren St. 2,15/16,USV Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
310,Samuel,Kaufmann,Stena Line FD-Pokal (Herren),16/17,USV Jena,1,0,1,1,0,0.0,1.0,1.0,0.0
311,Samuel,Kaufmann,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,9,5,1,6,0,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.0
312,Samuel,Kaufmann,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,8,7,7,14,4,0.875,0.875,1.75,0.5
313,Samuel,Kaufmann,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
314,Samuel,Kaufmann,Verbandsliga Herren St. 2,17/18,USV Jena,7,0,2,2,0,0.0,0.2857142857142857,0.2857142857142857,0.0
315,Samuel,Kaufmann,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,14,17,16,33,2,1.2142857142857142,1.1428571428571428,2.357142857142857,0.14285714285714285
298,Samuel,Kaufmann,FD-Pokal Herren,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
299,Samuel,Kaufmann,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,3,2,5,0,1.5,1.0,2.5,0.0
300,Samuel,Kaufmann,Verbandsliga Ost Herren St. 1,18/19,USV Jena,4,0,1,1,2,0.0,0.25,0.25,0.5
301,Samuel,Kaufmann,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,8,5,6,11,0,0.625,0.75,1.375,0.0
302,Samuel,Kaufmann,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,10,5,10,15,0,0.5,1.0,1.5,0.0
303,Samuel,Kaufmann,Regionalliga Ost Herren,21/22,USV Jena,7,1,1,2,2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
304,Samuel,Kaufmann,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,5,4,5,9,0,0.8,1.0,1.8,0.0
305,Samuel,Kaufmann,Verbandsliga Nordwest Herren Kleinfeld ,22/23,VfL Lüneburg,6,5,8,13,0,0.8333333333333334,1.3333333333333333,2.1666666666666665,0.0
306,Samuel,Kaufmann,Meisterrunde Herren KF Regionalliga Nordwest,23/24,VFL Lüneburg,4,3,5,8,0,0.75,1.25,2.0,0.0
307,Samuel,Kaufmann,Herren KF Regionalliga Nordwest,23/24,VfL Lüneburg,5,3,8,11,0,0.6,1.6,2.2,0.0
316,Samuel,Kaufmann,,Total,,99,58,74,132,10,0.5858585858585859,0.7474747474747475,1.3333333333333333,0.10101010101010101
133,Lukas,Kaul,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
134,Lukas,Kaul,Verbandsliga Herren St. 2,17/18,USV Jena,12,2,2,4,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5
135,Lukas,Kaul,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,12,5,0,5,4,0.4166666666666667,0.0,0.4166666666666667,0.3333333333333333
120,Lukas,Kaul,FD-Pokal Herren,18/19,USV Jena,2,2,3,5,0,1.0,1.5,2.5,0.0
121,Lukas,Kaul,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,2,0,2,0,1.0,0.0,1.0,0.0
122,Lukas,Kaul,Verbandsliga Ost Herren St. 1,18/19,USV Jena,9,1,1,2,8,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.8888888888888888
123,Lukas,Kaul,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,10,5,4,9,2,0.5,0.4,0.9,0.2
124,Lukas,Kaul,FD-Pokal Herren,19/20,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
125,Lukas,Kaul,Verbandsliga Ost Herren St. 2,19/20,USV Jena,8,4,4,8,4,0.5,0.5,1.0,0.5
126,Lukas,Kaul,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,10,13,5,18,6,1.3,0.5,1.8,0.6
127,Lukas,Kaul,Regionalliga Ost Herren,20/21,USV Jena,3,2,1,3,6,0.6666666666666666,0.3333333333333333,1.0,2.0
128,Lukas,Kaul,Regionalliga Ost Herren,21/22,USV Jena,12,3,2,5,6,0.25,0.16666666666666666,0.4166666666666667,0.5
129,Lukas,Kaul,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
130,Lukas,Kaul,Verbandsliga Ost Herren,22/23,USV Jena,11,5,5,10,4,0.45454545454545453,0.45454545454545453,0.9090909090909091,0.36363636363636365
131,Lukas,Kaul,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
132,Lukas,Kaul,Herren Verbandsliga Ost,23/24,USV Jena,10,3,6,9,14,0.3,0.6,0.9,1.4
136,Lukas,Kaul,,Total,,108,50,34,84,60,0.46296296296296297,0.3148148148148148,0.7777777777777778,0.5555555555555556
451,Len,Kircher,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
452,Len,Kircher,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,10,18,3,21,0,1.8,0.3,2.1,0.0
453,Len,Kircher,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,7,10,2,12,0,1.4285714285714286,0.2857142857142857,1.7142857142857142,0.0
454,Len,Kircher,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,4,12,0,12,0,3.0,0.0,3.0,0.0
455,Len,Kircher,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,4,0,2,2,0,0.0,0.5,0.5,0.0
456,Len,Kircher,,Total,,27,40,7,47,0,1.4814814814814814,0.25925925925925924,1.7407407407407407,0.0
1646,Marc ,Kisiala,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1647,Marc ,Kisiala,,Total,,1,0,0,0,0,0.0,0.0,0.0,0.0
1504,Ida,Klapetz,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,UHC Sparkasse Weißenfels,5,3,1,4,0,0.6,0.2,0.8,0.0
1505,Ida,Klapetz,Regionalliga Ost U11 Junioren Kleinfeld St. 2,21/22,UHC Sparkasse Weißenfels,2,0,1,1,0,0.0,0.5,0.5,0.0
1506,Ida,Klapetz,Playoffs Regionalliga Ost U13 Junioren,22/23,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1507,Ida,Klapetz,Regionalliga Ost U13 Junioren,22/23,UHC Sparkasse Weißenfels,6,0,1,1,0,0.0,0.16666666666666666,0.16666666666666666,0.0
1508,Ida,Klapetz,Meisterrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,UHC Sparkasse Weißenfels,7,3,2,5,0,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0
1509,Ida,Klapetz,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 1,22/23,UHC Sparkasse Weißenfels,6,3,2,5,0,0.5,0.3333333333333333,0.8333333333333334,0.0
1510,Ida,Klapetz,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,1,1,0,1,0,1.0,0.0,1.0,0.0
1511,Ida,Klapetz,U13 Junioren Regionalliga Ost,23/24,UHC Sparkasse Weißenfels,6,0,2,2,0,0.0,0.3333333333333333,0.3333333333333333,0.0
1512,Ida,Klapetz,U13 Junioren Kleinfeld Meisterrunde Ost,23/24,UHC Sparkasse Weißenfels,9,0,3,3,0,0.0,0.3333333333333333,0.3333333333333333,0.0
1513,Ida,Klapetz,U13 Junioren Kleinfeld Regionalliga Ost St. 1,23/24,UHC Sparkasse Weißenfels,3,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0
1514,Ida,Klapetz,,Total,,47,10,13,23,0,0.2127659574468085,0.2765957446808511,0.48936170212765956,0.0
1072,Svenja,Klingner,Regionalliga Ost U9 Junioren KT,15/16,Black Lions Landsberg,8,0,2,2,0,0.0,0.25,0.25,0.0
1073,Svenja,Klingner,Regionalliga Ost U9 Junioren KT,16/17,Black Lions Landsberg,10,4,3,7,0,0.4,0.3,0.7,0.0
1074,Svenja,Klingner,Playoffs RL U11 Kleintor,17/18,Black Lions Landsberg,3,2,1,3,0,0.6666666666666666,0.3333333333333333,1.0,0.0
1075,Svenja,Klingner,Regionalliga U11 Junioren Kleintor St. 1,17/18,Black Lions Landsberg,12,12,6,18,0,1.0,0.5,1.5,0.0
1045,Svenja,Klingner,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Black Lions Landsberg,2,2,1,3,0,1.0,0.5,1.5,0.0
1046,Svenja,Klingner,Playdowns Regionalliga Ost U11 Junioren Kleintor,18/19,Black Lions Landsberg,3,6,2,8,0,2.0,0.6666666666666666,2.6666666666666665,0.0
1047,Svenja,Klingner,Regionalliga Ost U13 Junioren Kleinfeld St. 2,18/19,Black Lions Landsberg,9,4,4,8,0,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.0
1048,Svenja,Klingner,Regionalliga Ost U11 Junioren Kleintor St. 1,18/19,Black Lions Landsberg,16,24,9,33,0,1.5,0.5625,2.0625,0.0
1049,Svenja,Klingner,Regionalliga Ost U15 Junioren Kleinfeld St. 1,19/20,Black Lions Landsberg,8,3,6,9,0,0.375,0.75,1.125,0.0
1050,Svenja,Klingner,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Black Lions Landsberg,8,7,9,16,0,0.875,1.125,2.0,0.0
1051,Svenja,Klingner,Regionalliga Ost U15 Junioren Kleinfeld St. 2,20/21,Black Lions Landsberg,2,2,0,2,0,1.0,0.0,1.0,0.0
1052,Svenja,Klingner,Regionalliga Ost U13 Junioren,20/21,Schakale Schkeuditz,1,0,0,0,0,0.0,0.0,0.0,0.0
1053,Svenja,Klingner,Regionalliga Ost Damen Kleinfeld,21/22,SG Halle/Landsberg,6,6,2,8,0,1.0,0.3333333333333333,1.3333333333333333,0.0
1054,Svenja,Klingner,Regionalliga Ost U15 Junioren,21/22,USV Halle Saalebiber,11,6,2,8,0,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.0
1055,Svenja,Klingner,Regionalliga Ost U15 Junioren Kleinfeld St. 1,21/22,Schakale Schkeuditz,4,5,2,7,0,1.25,0.5,1.75,0.0
1056,Svenja,Klingner,U17-Trophy Juniorinnen (Sommer),22/23,Team Ost,4,1,1,2,0,0.25,0.25,0.5,0.0
1057,Svenja,Klingner,U17 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Saalemädels,4,5,3,8,0,1.25,0.75,2.0,0.0
1058,Svenja,Klingner,U15 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,MFBC Leipzig/Grimma,4,22,17,39,0,5.5,4.25,9.75,0.0
1059,Svenja,Klingner,Playoffs Regionalliga Ost Damen Kleinfeld,22/23,USV Halle Saalebiber,2,1,2,3,2,0.5,1.0,1.5,1.0
1060,Svenja,Klingner,Regionalliga Ost Damen Kleinfeld,22/23,USV Halle Saalebiber,15,28,17,45,0,1.8666666666666667,1.1333333333333333,3.0,0.0
1061,Svenja,Klingner,Regionalliga Ost U17 Juniorinnen Kleinfeld,22/23,SG Saalemädels,6,13,9,22,0,2.1666666666666665,1.5,3.6666666666666665,0.0
1062,Svenja,Klingner,Regionalliga Ost U15 Junioren,22/23,USV Halle Saalebiber,10,16,11,27,0,1.6,1.1,2.7,0.0
1063,Svenja,Klingner,Regionalliga Ost U15 Juniorinnen Kleinfeld,22/23,MFBC Leipzig/Grimma,6,31,14,45,0,5.166666666666667,2.3333333333333335,7.5,0.0
1064,Svenja,Klingner,1. FBL Damen,23/24,MFBC Leipzig/Grimma,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
1065,Svenja,Klingner,1. FBL Damen - Playoffs,23/24,MFBC Leipzig/Grimma,1,0,0,0,0,0.0,0.0,0.0,0.0
1066,Svenja,Klingner,FD-Pokal Damen,23/24,MFBC Leipzig/Grimma,1,0,0,0,0,0.0,0.0,0.0,0.0
1067,Svenja,Klingner,Deutsche Meisterschaft U17 Juniorinnen Kleinfeld,23/24,MFBC Leipzig,3,10,1,11,4,3.3333333333333335,0.3333333333333333,3.6666666666666665,1.3333333333333333
1068,Svenja,Klingner,U17 Juniorinnen Trophy,23/24,Team Ost,4,3,2,5,0,0.75,0.5,1.25,0.0
1069,Svenja,Klingner,Damen Kleinfeld Regionalliga Ost,23/24,USV Halle Saalebiber,10,19,14,33,0,1.9,1.4,3.3,0.0
1070,Svenja,Klingner,U17 Juniorinnen Kleinfeld Regionalliga Ost Playoffs,23/24,MFBC Leipzig,2,9,2,11,0,4.5,1.0,5.5,0.0
1071,Svenja,Klingner,U17 Juniorinnen Kleinfeld Regionalliga Ost,23/24,MFBC Leipzig,10,40,18,58,0,4.0,1.8,5.8,0.0
1076,Svenja,Klingner,,Total,,191,282,161,443,6,1.4764397905759161,0.8429319371727748,2.319371727748691,0.031413612565445025
117,Andreas,Knauft,Verbandsliga Herren St. 2,17/18,USV Jena,10,2,2,4,0,0.2,0.2,0.4,0.0
118,Andreas,Knauft,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,6,1,4,5,4,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666
103,Andreas,Knauft,FD-Pokal Herren,18/19,USV Jena,2,4,1,5,0,2.0,0.5,2.5,0.0
104,Andreas,Knauft,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
105,Andreas,Knauft,Verbandsliga Ost Herren St. 1,18/19,USV Jena,8,1,1,2,2,0.125,0.125,0.25,0.25
106,Andreas,Knauft,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,10,2,3,5,0,0.2,0.3,0.5,0.0
107,Andreas,Knauft,FD-Pokal Herren,19/20,USV Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
108,Andreas,Knauft,Verbandsliga Ost Herren St. 2,19/20,USV Jena,7,2,1,3,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0
109,Andreas,Knauft,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,10,8,1,9,0,0.8,0.1,0.9,0.0
110,Andreas,Knauft,Regionalliga Ost Herren,20/21,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
111,Andreas,Knauft,Regionalliga Ost Herren,21/22,USV Jena,11,2,4,6,2,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.18181818181818182
112,Andreas,Knauft,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
113,Andreas,Knauft,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
114,Andreas,Knauft,Verbandsliga Ost Herren,22/23,USV Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
115,Andreas,Knauft,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
116,Andreas,Knauft,Herren Verbandsliga Ost,23/24,USV Jena,12,2,3,5,2,0.16666666666666666,0.25,0.4166666666666667,0.16666666666666666
119,Andreas,Knauft,,Total,,94,27,21,48,10,0.2872340425531915,0.22340425531914893,0.5106382978723404,0.10638297872340426
1012,Yaro,Knobel,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
1013,Yaro,Knobel,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1014,Yaro,Knobel,,Total,,5,0,0,0,0,0.0,0.0,0.0,0.0
644,Benjamin,Knobloch,Verbandsliga Ost Herren St. 2,19/20,USV Jena,5,0,0,0,0,0.0,0.0,0.0,0.0
645,Benjamin,Knobloch,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,6,0,0,0,0,0.0,0.0,0.0,0.0
646,Benjamin,Knobloch,Regionalliga Ost Herren,20/21,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
647,Benjamin,Knobloch,Regionalliga Ost Herren,21/22,USV Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
648,Benjamin,Knobloch,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
649,Benjamin,Knobloch,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
